RBD,DV_RBD,NOMBRE_ESTABLECIMIENTO,DEPENDENCIA,AREA,COD_REGION,COD_PROV,COD_COM_EST,COMUNA,PRIMERA_PRIORIDAD,SEGUNDA_PRIORIDAD,TERCERA_PRIORIDAD,NO_VULNERABLES,SIN_INFORMACION,TOTAL_MATRICULA_2015,IVE_SINAE_2016
5126,8,LICEO HUMANISTA CIENTÍFICO JOSÉ DE LA CRUZ MIRANDA CORREA,MUNICIPAL - DAEM,URBANO,8,82,8203,CAÑETE,443,8,117,82,0,650,87.4
5150,0,LICEO GABRIELA MISTRAL,PARTICULAR SUBVENCIONADO,URBANO,8,82,8203,CAÑETE,214,7,83,183,1,488,62.3
5153,5,COLEGIO INSTITUTO SAN JOSE,PARTICULAR SUBVENCIONADO,URBANO,8,82,8203,CAÑETE,49,3,22,34,5,113,65.5
5155,1,LICEO POLIVALENTE NAHUELBUTA,MUNICIPAL - DAEM,URBANO,8,82,8204,CONTULMO,178,6,35,25,2,246,89.0
5215,9,LICEO INDUSTRIAL B-5 ANGOL,ADMINISTRACIÓN DELEGADA,URBANO,9,92,9201,ANGOL,364,61,80,52,0,557,90.7
5216,7,LICEO COMERCIAL ARMANDO BRAVO BRAVO,MUNICIPAL - DAEM,URBANO,9,92,9201,ANGOL,398,68,74,49,1,590,91.5
5217,5,LICEO MERCEDES MANOSALVA AREVALO,MUNICIPAL - DAEM,URBANO,9,92,9201,ANGOL,98,11,7,12,0,128,90.6
5218,3,LICEO ENRIQUE BALLACEY COTTEREAU,MUNICIPAL - DAEM,URBANO,9,92,9201,ANGOL,288,19,126,235,4,672,64.4
5219,1,LICEO TECNICO JUANITA FERNANDEZ SOLAR,MUNICIPAL - DAEM,URBANO,9,92,9201,ANGOL,605,58,128,105,0,896,88.3
5264,7,COLEGIO SAN FRANCISCO DE ASIS  DE ANGOL,PARTICULAR SUBVENCIONADO,URBANO,9,92,9201,ANGOL,88,21,55,140,5,309,53.1
5265,5,COLEGIO ADVENTISTA DE ANGOL,PARTICULAR SUBVENCIONADO,URBANO,9,92,9201,ANGOL,52,5,17,50,4,128,57.8
5267,1,ESCUELA AGRICOLA EL VERGEL,PARTICULAR SUBVENCIONADO,RURAL,9,92,9201,ANGOL,117,5,9,10,0,141,92.9
5270,1,LICEO POLITECNICO DOMINGO STA MARIA,MUNICIPAL - DAEM,URBANO,9,92,9209,RENAICO,192,10,19,20,0,241,91.7
5274,4,LICEO AGRICOLA FORESTAL MANZANARES,MUNICIPAL - DAEM,RURAL,9,92,9209,RENAICO,83,3,11,8,0,105,92.4
5282,5,COMPLEJO EDUCACIONAL COLLIPULLI,MUNICIPAL - DAEM,URBANO,9,92,9202,COLLIPULLI,597,38,114,52,0,801,93.5
5315,5,COLEGIO PARTIC. WOLFGANG AMADEUS MOZART,PARTICULAR SUBVENCIONADO,URBANO,9,92,9202,COLLIPULLI,150,14,82,104,3,353,69.7
5323,6,LICEO BRIGADIER CARLOS SCHALCHLI V.,MUNICIPAL - DAEM,URBANO,9,92,9205,LONQUIMAY,331,3,40,30,0,404,92.6
5343,0,LICEO POLITECNICO C-12 CURACAUTIN,ADMINISTRACIÓN DELEGADA,URBANO,9,92,9203,CURACAUTÍN,279,8,34,30,0,351,91.5
5344,9,LICEO LAS ARAUCARIAS,MUNICIPAL - DAEM,URBANO,9,92,9203,CURACAUTÍN,378,18,83,66,0,545,87.9
5374,0,LICEO ALONSO DE ERCILLA Y ZUÑIGA,MUNICIPAL - DAEM,URBANO,9,92,9204,ERCILLA,85,4,4,2,0,95,97.9
5393,7,LICEO POLITECNICO MANUEL MONTT,MUNICIPAL - DAEM,URBANO,9,92,9211,VICTORIA,545,28,96,57,0,726,92.1
5394,5,LICEO JORGE ALESSANDRI RODRIGUEZ,MUNICIPAL - DAEM,URBANO,9,92,9211,VICTORIA,237,23,55,89,0,404,78.0
5434,8,COLEGIO INSTITUTO VICTORIA,PARTICULAR SUBVENCIONADO,URBANO,9,92,9211,VICTORIA,109,5,50,148,2,314,52.2
5435,6,COLEGIO SANTA CRUZ DE VICTORIA,PARTICULAR SUBVENCIONADO,URBANO,9,92,9211,VICTORIA,77,14,40,132,7,270,48.5
5439,9,COMPLEJO EDUCACIONAL LUIS DURAND DURAND,MUNICIPAL - DAEM,URBANO,9,92,9210,TRAIGUÉN,210,9,29,25,0,273,90.8
5440,2,LICEO LUCILA GODOY ALCAYAGA,MUNICIPAL - DAEM,URBANO,9,92,9210,TRAIGUÉN,237,13,76,74,1,401,81.3
5465,8,COLEGIO LOUIS PASTEUR,PARTICULAR SUBVENCIONADO,URBANO,9,92,9210,TRAIGUÉN,72,7,38,92,0,209,56.0
5467,4,LICEO AGRICOLA Y FORESTAL SUIZO LA PROVI,PARTICULAR SUBVENCIONADO,RURAL,9,92,9210,TRAIGUÉN,197,4,20,9,0,230,96.1
5507,7,LICEO MARIA AURORA GUINEZ RAMIREZ,MUNICIPAL - DAEM,URBANO,9,92,9208,PURÉN,238,6,26,10,0,280,96.4
5509,3,LICEO BICENTENARIO INDÓMITO DE PURÉN,MUNICIPAL - DAEM,URBANO,9,92,9208,PURÉN,141,0,28,27,0,196,86.2
5565,4,LICEO COMERCIAL TIBURCIO SAAVEDRA,MUNICIPAL - DAEM,URBANO,9,91,9101,TEMUCO,243,26,48,29,0,346,91.6
5566,2,LICEO INDUSTRIAL A-27 TEMUCO,ADMINISTRACIÓN DELEGADA,URBANO,9,91,9101,TEMUCO,364,45,108,101,0,618,83.7
5567,0,LICEO TECNOLÓGICO DE LA ARAUCANIA,MUNICIPAL - DAEM,URBANO,9,91,9101,TEMUCO,199,26,25,15,0,265,94.3
5568,9,LICEO TECNICO DE TEMUCO,MUNICIPAL - DAEM,URBANO,9,91,9101,TEMUCO,410,41,55,22,0,528,95.8
5569,7,LICEO GABRIELA MISTRAL DE TEMUCO,MUNICIPAL - DAEM,URBANO,9,91,9101,TEMUCO,192,33,50,60,1,336,81.8
5570,0,LICEO PABLO NERUDA,MUNICIPAL - DAEM,URBANO,9,91,9101,TEMUCO,970,149,443,510,3,2075,75.3
5574,3,COMPLEJO EDUCACIONAL PADRE LAS CASAS,PARTICULAR SUBVENCIONADO,URBANO,9,91,9112,PADRE LAS CASAS,175,26,40,22,0,263,91.6
5590,5,COMPLEJO EDUC. UN AMANECER EN LA ARAUCANIA,MUNICIPAL - DAEM,URBANO,9,91,9101,TEMUCO,28,2,4,7,0,41,82.9
5597,2,ESCUELA ALONSO DE ERCILLA,MUNICIPAL - DAEM,URBANO,9,91,9101,TEMUCO,15,2,2,3,0,22,86.4
5613,8,COMPLEJO EDUCACIONAL LA GRANJA,MUNICIPAL - DAEM,URBANO,9,91,9119,VILCÚN,208,23,54,29,0,314,90.8
5652,9,COLEGIO PROVIDENCIA DE TEMUCO,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,115,12,60,97,2,286,65.4
5653,7,LICEO CARLOS CONDELL DE LA HAZA,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,194,27,55,44,0,320,86.3
5654,5,INSTITUTO CLARET,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,306,92,134,328,8,868,61.3
5655,3,LICEO PARTICULAR COMERCIAL TEMUCO,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,353,55,191,209,0,808,74.1
5656,1,LICEO POLITECNICO PUEBLO NUEVO,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,499,115,197,207,1,1019,79.6
5658,8,COMPLEJO EDUCACIONAL JAVIERA CARRERA,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,161,33,60,76,3,333,76.3
5659,6,ESCUELA Y LICEO MONTESSORI,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,57,18,46,168,13,302,40.1
5661,8,LICEO ADVENTISTA DE TEMUCO,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,74,16,57,99,6,252,58.3
5662,6,LICEO ESPANA DE TEMUCO,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,98,27,58,81,3,267,68.5
5663,4,COMPLEJO EDUCACIONAL PADRE OSCAR MOSER,PARTICULAR SUBVENCIONADO,URBANO,9,91,9112,PADRE LAS CASAS,677,82,220,131,1,1111,88.1
5666,9,LICEO CAMILO HENRIQUEZ DE TEMUCO,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,506,30,430,1156,65,2187,44.2
5669,3,ESCUELA PARTICULAR MADRE ADMIRABLE,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,7,2,4,6,0,19,68.4
5670,7,COLEGIO SAN FRANCISCO,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,43,11,50,119,15,238,43.7
5703,7,LICEO TECNICO PROF. CENTENARIO,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,154,22,39,19,0,234,91.9
5713,4,COLEGIO PARTICULAR I. CULTURA BRITANICA,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,172,47,69,94,1,383,75.2
5720,7,COLEGIO ÑIELOL CHE KIMUN,PARTICULAR SUBVENCIONADO,RURAL,9,91,9112,PADRE LAS CASAS,113,7,14,1,0,135,99.3
5729,0,CENTRO EDUCACIONAL AGROTURÍSTICO SANTA CRUZ,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,71,1,9,2,0,83,97.6
5806,8,ESCUELA PARTICULAR DAVID RIADI MATUS,PARTICULAR SUBVENCIONADO,RURAL,9,91,9112,PADRE LAS CASAS,38,3,1,0,0,42,100.0
5813,0,COLEGIO CENTENARIO,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,11,8,16,134,20,189,18.5
5814,9,COLEGIO SANTA CRUZ,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,70,27,56,197,18,368,41.6
5816,5,COLEGIO METODISTA,PARTICULAR SUBVENCIONADO,URBANO,9,91,9101,TEMUCO,50,30,30,110,23,243,45.3
5823,8,LICEO H-C JORGE TEILLIER SANDOVAL,MUNICIPAL - DAEM,URBANO,9,91,9108,LAUTARO,524,31,158,200,1,914,78.0
5879,3,LICEO ISABEL POBLETE V.,MUNICIPAL - DAEM,URBANO,9,91,9113,PERQUENCO,212,24,51,44,0,331,86.7
5897,1,COLEGIO AMERICA,MUNICIPAL - DAEM,URBANO,9,91,9119,VILCÚN,98,21,29,32,0,180,82.2
5921,8,COMPLEJO EDUCACIONAL PADRE NICOLAS,PARTICULAR SUBVENCIONADO,URBANO,9,91,9119,VILCÚN,315,23,88,62,0,488,87.3
5923,4,LICEO AGRICOLA CRUZ DEL SUR,PARTICULAR SUBVENCIONADO,RURAL,9,91,9119,VILCÚN,82,1,13,5,0,101,95.0
5957,9,LICEO MUNICIPAL ATENEA,MUNICIPAL - DAEM,URBANO,9,91,9103,CUNCO,193,13,93,86,0,385,77.7
5959,5,LICEO ARTURO VALENZUELA,MUNICIPAL - DAEM,URBANO,9,91,9103,CUNCO,64,4,24,15,0,107,86.0
5992,7,COMPLEJO EDUCACIONAL JUAN BOSCO,PARTICULAR SUBVENCIONADO,URBANO,9,91,9103,CUNCO,224,11,51,27,0,313,91.4
6007,0,LICEO LOS ANDES,MUNICIPAL - DAEM,URBANO,9,91,9110,MELIPEUCO,67,5,12,9,0,93,90.3
6027,5,COMPLEJO EDUCACIONAL MONSEÑOR FRCO. VALDES S,MUNICIPAL - DAEM,URBANO,9,91,9104,CURARREHUE,115,6,11,2,0,134,98.5
6051,8,LICEO DE HOTELERIA Y TURISMO,MUNICIPAL - DAEM,URBANO,9,91,9115,PUCÓN,199,12,80,65,0,356,81.7
6052,6,ESCUELA CARLOS HOLZAFEL,MUNICIPAL - DAEM,URBANO,9,91,9115,PUCÓN,43,3,24,34,0,104,67.3
6070,4,COMPLEJO EDUCACIONAL PABLO SEXTO,PARTICULAR SUBVENCIONADO,URBANO,9,91,9115,PUCÓN,206,35,41,22,0,304,92.8
6084,4,LICEO BICENTENARIO ARAUCANÍA,MUNICIPAL - DAEM,URBANO,9,91,9120,VILLARRICA,183,6,133,109,7,438,73.5
6085,2,LICEO POLITECNICO VILLARRICA,MUNICIPAL - DAEM,URBANO,9,91,9120,VILLARRICA,475,53,117,78,2,725,89.0
6087,9,ESCUELA ALEXANDER GRAHAM BELL,MUNICIPAL - DAEM,URBANO,9,91,9120,VILLARRICA,22,2,9,12,0,45,73.3
6112,3,COLEGIO DE HUMANIDADES DE VILLARICA,PARTICULAR SUBVENCIONADO,URBANO,9,91,9120,VILLARRICA,316,15,220,290,15,856,64.4
6113,1,ESCUELA INDUSTRIAL SAN JOSE,PARTICULAR SUBVENCIONADO,URBANO,9,91,9120,VILLARRICA,322,18,88,50,0,478,89.5
6115,8,COMPLEJO EDUCACIONAL SAN AGUSTIN,PARTICULAR SUBVENCIONADO,URBANO,9,91,9120,VILLARRICA,93,13,16,4,0,126,96.8
6118,2,COLEGIO SANTA CRUZ,PARTICULAR SUBVENCIONADO,URBANO,9,91,9120,VILLARRICA,99,14,26,50,0,189,73.5
6119,0,LICEO PART. LIBERTAD,PARTICULAR SUBVENCIONADO,URBANO,9,91,9120,VILLARRICA,126,10,21,9,0,166,94.6
6120,4,COLEGIO ALBERTO HURTADO,PARTICULAR SUBVENCIONADO,URBANO,9,91,9120,VILLARRICA,58,2,40,30,1,131,76.3
6122,0,ESCUELA PARTICULAR ADVENTISTA,PARTICULAR SUBVENCIONADO,URBANO,9,91,9120,VILLARRICA,52,3,27,18,1,101,81.2
6135,2,ESCUELA PARTICULAR LUIS CRUZ MARTINEZ,PARTICULAR SUBVENCIONADO,RURAL,9,91,9120,VILLARRICA,85,6,14,7,1,113,92.9
6163,8,LICEO JUAN SCHLEYER,MUNICIPAL - DAEM,URBANO,9,91,9105,FREIRE,283,26,62,39,0,410,90.5
6188,3,COLEGIO SANTA CRUZ DE FREIRE,PARTICULAR SUBVENCIONADO,URBANO,9,91,9105,FREIRE,32,2,14,21,1,70,68.6
6210,3,LICEO AGRICOLA MANUEL DILLEMS HILL,PARTICULAR SUBVENCIONADO,RURAL,9,91,9105,FREIRE,207,1,20,15,0,243,93.8
6223,5,LICEO DE CIENCIAS Y HUMANIDADES,MUNICIPAL - DAEM,URBANO,9,91,9114,PITRUFQUÉN,224,25,119,106,1,475,77.5
6230,8,LICEO MUNICIPAL LA FRONTERA,MUNICIPAL - DAEM,URBANO,9,91,9114,PITRUFQUÉN,82,4,9,4,0,99,96.0
6252,9,LICEO POLITECNICO PITRUFQUEN,PARTICULAR SUBVENCIONADO,URBANO,9,91,9114,PITRUFQUÉN,451,29,136,82,0,698,88.3
6253,7,COMPLEJO EDUC.MONSENOR GUILLERMO HARTL,PARTICULAR SUBVENCIONADO,URBANO,9,91,9114,PITRUFQUÉN,374,25,165,132,0,696,81.0
6267,7,LICEO PARTICULAR SUBV.QUINQUE,PARTICULAR SUBVENCIONADO,RURAL,9,91,9114,PITRUFQUÉN,60,2,9,1,0,72,98.6
6269,3,COMPLEJO EDUCACIONAL ANDRES A. GORBEA,MUNICIPAL - DAEM,URBANO,9,91,9107,GORBEA,125,8,17,13,0,163,92.0
6270,7,LICEO JOSE VICTORINO LASTARRIA,MUNICIPAL - DAEM,URBANO,9,91,9107,GORBEA,45,5,11,5,0,66,92.4
6301,0,LICEO POLITECNICO ANDRES BELLO,MUNICIPAL - DAEM,URBANO,9,91,9109,LONCOCHE,219,17,28,13,0,277,95.3
6302,9,LICEO BICENTENARIO PADRE ALBERTO HURTADO CRUCHAGA,MUNICIPAL - DAEM,URBANO,9,91,9109,LONCOCHE,256,18,63,70,0,407,82.8
6336,3,COLEGIO SANTA CRUZ DE LONCOCHE,PARTICULAR SUBVENCIONADO,URBANO,9,91,9109,LONCOCHE,119,3,43,28,1,194,85.1
6348,7,COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT,MUNICIPAL - DAEM,URBANO,9,91,9118,TOLTÉN,277,21,33,15,1,347,95.4
6397,5,LICEO MUNICIPAL BARROS ARANA,MUNICIPAL - DAEM,URBANO,9,91,9117,TEODORO SCHMIDT,54,4,5,3,0,66,95.5
6452,1,LICEO REINO DE SUECIA,MUNICIPAL - DAEM,URBANO,9,91,9116,SAAVEDRA,148,4,13,9,0,174,94.8
6465,3,LICEO PART. SUBVENC. LA SIERRA,PARTICULAR SUBVENCIONADO,RURAL,9,91,9116,SAAVEDRA,93,4,4,2,0,103,98.1
6496,3,ESCUELA GABRIELA MISTRAL,PARTICULAR SUBVENCIONADO,RURAL,9,91,9116,SAAVEDRA,23,0,2,0,0,25,100.0
6497,1,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,MUNICIPAL - DAEM,RURAL,9,91,9102,CARAHUE,593,18,90,61,1,763,91.9
6584,6,LICEO INDUSTRIAL C-16 NUEVA IMPERIAL,ADMINISTRACIÓN DELEGADA,URBANO,9,91,9111,NUEVA IMPERIAL,305,21,36,27,1,390,92.8
6585,4,LICEO LUIS GONZALEZ VASQUEZ,MUNICIPAL - DAEM,URBANO,9,91,9111,NUEVA IMPERIAL,538,23,102,58,0,721,92.0
6586,2,LICEO JAMES MUNDELL,MUNICIPAL - DAEM,URBANO,9,91,9121,CHOLCHOL,94,2,3,0,0,99,100.0
6641,9,LICEO  AGRICOLA  CHOL CHOL,PARTICULAR SUBVENCIONADO,URBANO,9,91,9121,CHOLCHOL,121,3,3,0,0,127,100.0
6643,5,LICEO INTERCULTURAL TÉCNICO PROFESIONAL GUACOLDA,PARTICULAR SUBVENCIONADO,URBANO,9,91,9121,CHOLCHOL,356,7,20,11,0,394,97.2
6644,3,LICEO SAN FCO DE ASIS DE NVA IMPERIAL,PARTICULAR SUBVENCIONADO,URBANO,9,91,9111,NUEVA IMPERIAL,157,8,80,96,0,341,71.8
6649,4,LICEO SAN FRANCISCO DE ASIS DE CHOL CHOL,PARTICULAR SUBVENCIONADO,URBANO,9,91,9121,CHOLCHOL,36,1,6,3,0,46,93.5
6650,8,COLEGIO ANGLICANO WILLIAM WILSON,PARTICULAR SUBVENCIONADO,URBANO,9,91,9121,CHOLCHOL,76,0,2,4,0,82,95.1
6708,3,LICEO GREGORIO URRUTIA,MUNICIPAL - DAEM,URBANO,9,91,9106,GALVARINO,272,3,51,32,0,358,91.1
6751,2,INSTITUTO COMERCIAL DE VALDIVIA,MUNICIPAL - DAEM,URBANO,14,141,14101,VALDIVIA,446,54,91,135,0,726,81.4
6752,0,LICEO TECNICO VALDIVIA,MUNICIPAL - DAEM,URBANO,14,141,14101,VALDIVIA,527,56,102,102,0,787,87.0
6753,9,LICEO SANTA MARIA LA BLANCA,MUNICIPAL - DAEM,URBANO,14,141,14101,VALDIVIA,203,28,49,64,1,345,81.2
6754,7,LICEO ARMANDO ROBLES RIVERA,MUNICIPAL - DAEM,URBANO,14,141,14101,VALDIVIA,247,42,127,206,2,624,66.7
6755,5,LICEO INDUSTRIAL VALDIVIA,MUNICIPAL - DAEM,URBANO,14,141,14101,VALDIVIA,441,38,87,91,2,659,85.9
6756,3,LICEO POLIVALENTE LOS AVELLANOS,MUNICIPAL - DAEM,URBANO,14,141,14101,VALDIVIA,19,7,4,9,1,40,75.0
6757,1,LICEO POLITECNICO BENJAMIN VICUNA MACKENNA,MUNICIPAL - DAEM,URBANO,14,141,14101,VALDIVIA,110,11,13,9,0,143,93.7
6766,0,COLEGIO TENIENTE HERNAN MERINO CORREA,MUNICIPAL - DAEM,URBANO,14,141,14101,VALDIVIA,110,19,32,58,1,220,73.2
6770,9,COLEGIO DE MUSICA JUAN SEBASTIAN BACH,MUNICIPAL - DAEM,URBANO,14,141,14101,VALDIVIA,45,1,26,59,1,132,54.5
6826,8,COLEGIO SANTA MARTA DE VALDIVIA,PARTICULAR SUBVENCIONADO,URBANO,14,141,14101,VALDIVIA,51,3,29,80,3,166,50.0
6828,4,COLEGIO AUSTRAL,PARTICULAR SUBVENCIONADO,URBANO,14,141,14101,VALDIVIA,38,11,16,44,3,112,58.0
6829,2,INSTITUTO SALESIANO,PARTICULAR SUBVENCIONADO,URBANO,14,141,14101,VALDIVIA,49,7,56,151,41,304,36.8
6830,6,COLEGIO NUESTRA SENORA DEL CARMEN,PARTICULAR SUBVENCIONADO,URBANO,14,141,14101,VALDIVIA,69,16,45,109,5,244,53.3
6832,2,COLEGIO MARIA AUXILIADORA,PARTICULAR SUBVENCIONADO,URBANO,14,141,14101,VALDIVIA,49,7,33,86,2,177,50.3
6835,7,COLEGIO ADVENTISTA DE VALDIVIA,PARTICULAR SUBVENCIONADO,URBANO,14,141,14101,VALDIVIA,88,9,52,113,1,263,56.7
6836,5,COLEGIO ALONSO DE ERCILLA,PARTICULAR SUBVENCIONADO,URBANO,14,141,14101,VALDIVIA,30,2,26,86,1,145,40.0
6846,2,LICEO SAN LUIS DE ALBA,MUNICIPAL - DAEM,URBANO,14,141,14106,MARIQUINA,146,13,21,10,0,190,94.7
6853,5,LICEO POLITECNICO PESQUERO,MUNICIPAL - DAEM,RURAL,14,141,14106,MARIQUINA,72,4,8,1,0,85,98.8
6895,0,ESCUELA PARTICULAR SANTA CRUZ,PARTICULAR SUBVENCIONADO,URBANO,14,141,14106,MARIQUINA,118,14,51,34,0,217,84.3
6896,9,SEMINARIO SAN FIDEL,PARTICULAR SUBVENCIONADO,URBANO,14,141,14106,MARIQUINA,137,7,86,80,0,310,74.2
6897,7,LICEO POLIVALENTE CAMILO HENRIQUEZ G.,MUNICIPAL - DAEM,URBANO,14,141,14103,LANCO,323,20,101,50,0,494,89.9
6899,3,LICEO   REPUBLICA DEL BRASIL,MUNICIPAL - DAEM,RURAL,14,141,14103,LANCO,72,6,8,4,0,90,95.6
6922,1,LICEO PADRE ALCUINO,PARTICULAR SUBVENCIONADO,URBANO,14,141,14103,LANCO,123,2,21,9,0,155,94.2
6925,6,COLEGIO SANTA ELISA,PARTICULAR SUBVENCIONADO,RURAL,14,141,14103,LANCO,63,1,10,10,0,84,88.1
6929,9,LICEO ALBERTO BLEST GANA,MUNICIPAL - DAEM,URBANO,14,141,14104,LOS LAGOS,314,18,158,161,3,654,74.9
6983,3,ESCUELA BASICA JOSE M. BALMACEDA F.,MUNICIPAL - DAEM,URBANO,14,142,14202,FUTRONO,94,13,13,11,0,131,91.6
7004,1,COLEGIO MARIA DEOGRACIA,PARTICULAR SUBVENCIONADO,URBANO,14,142,14202,FUTRONO,61,3,25,36,0,125,71.2
7006,8,LICEO SAN CONRADO DE FUTRONO,PARTICULAR SUBVENCIONADO,URBANO,14,142,14202,FUTRONO,266,32,90,78,0,466,83.3
7015,7,LICEO CARLOS HAVERBECK RICHTER,MUNICIPAL - DAEM,URBANO,14,141,14102,CORRAL,127,6,40,36,1,210,82.4
7031,9,LICEO GABRIELA MISTRAL,MUNICIPAL - DAEM,URBANO,14,141,14105,MÁFIL,73,3,26,11,0,113,90.3
7044,0,LICEO SANTO CURA DE ARS,PARTICULAR SUBVENCIONADO,URBANO,14,141,14105,MÁFIL,131,24,37,41,0,233,82.4
7049,1,CENTRO EDUCATIVO FERNANDO SANTIVAN,MUNICIPAL - CORPORACIÓN,URBANO,14,141,14108,PANGUIPULLI,188,5,56,26,0,275,90.5
7085,8,COMPLEJO EDUCACIONAL TIERRA DE ESPERANZA,MUNICIPAL - CORPORACIÓN,RURAL,14,141,14108,PANGUIPULLI,37,2,3,3,0,45,93.3
7102,1,LICEO PADRE SIGISFREDO,PARTICULAR SUBVENCIONADO,URBANO,14,141,14108,PANGUIPULLI,226,21,82,40,0,369,89.2
7128,5,COLEGIO DE CULTURA Y DIFUSION ARTISTICA,MUNICIPAL - DAEM,URBANO,14,142,14201,LA UNIÓN,87,17,28,23,1,156,84.6
7129,3,LICEO RECTOR ABDON ANDRADE COLOMA,MUNICIPAL - DAEM,URBANO,14,142,14201,LA UNIÓN,348,20,162,206,3,739,71.7
7135,8,COLEGIO TECNICO PROFESIONAL N°1 HONORIO OJEDA VALDERAS,MUNICIPAL - DAEM,URBANO,14,142,14201,LA UNIÓN,106,4,15,6,0,131,95.4
7181,1,COLEGIO SANTA MARTA,PARTICULAR SUBVENCIONADO,URBANO,14,142,14201,LA UNIÓN,35,1,27,43,2,108,58.3
7200,1,LICEO RODULFO AMANDO PHILIPPI,MUNICIPAL - DAEM,URBANO,14,141,14107,PAILLACO,422,36,140,88,0,686,87.2
7236,2,LICEO VICENTE PEREZ ROSALES,MUNICIPAL - DAEM,URBANO,14,142,14204,RÍO BUENO,168,17,63,76,0,324,76.5
7240,0,ESCUELA RURAL CRUCERO,MUNICIPAL - DAEM,RURAL,14,142,14204,RÍO BUENO,46,17,26,8,0,97,91.8
7276,1,COLEGIO SANTA CRUZ,PARTICULAR SUBVENCIONADO,URBANO,14,142,14204,RÍO BUENO,79,9,71,126,13,298,53.4
7299,0,LICEO ANTONIO VARAS,MUNICIPAL - DAEM,URBANO,14,142,14203,LAGO RANCO,138,5,60,40,0,243,83.5
7325,3,LICEO CARMELA CARVAJAL DE PRAT,MUNICIPAL - DAEM,URBANO,10,103,10301,OSORNO,524,44,193,322,3,1086,70.1
7326,1,LICEO INDUSTRIAL OSORNO,MUNICIPAL - DAEM,URBANO,10,103,10301,OSORNO,419,50,94,80,0,643,87.6
7328,8,LICEO RAHUE,MUNICIPAL - DAEM,URBANO,10,103,10301,OSORNO,216,24,34,29,0,303,90.4
7329,6,LICEO ELEUTERIO RAMIREZ,MUNICIPAL - DAEM,URBANO,10,103,10301,OSORNO,529,79,167,189,8,972,79.7
7331,8,INSTITUTO COMERCIAL DE OSORNO,MUNICIPAL - DAEM,URBANO,10,103,10301,OSORNO,712,95,181,192,0,1180,83.7
7388,1,COLEGIO SAN JOSE,PARTICULAR SUBVENCIONADO,URBANO,10,103,10301,OSORNO,63,4,19,53,1,140,61.4
7401,2,COLEGIO SANTA MARTA,PARTICULAR SUBVENCIONADO,URBANO,10,103,10301,OSORNO,84,8,47,158,7,304,45.7
7441,1,COLEGIO QUILACAHUIN,PARTICULAR SUBVENCIONADO,RURAL,10,103,10307,SAN PABLO,76,1,5,6,0,88,93.2
7470,5,LICEO TECNICO PROFESIONAL PEOPLE HELP PEOPLE SEÑOR WALTER KAUFMANN BAUER,PARTICULAR SUBVENCIONADO,RURAL,10,103,10304,PUYEHUE,216,24,49,50,0,339,85.3
7505,1,LICEO TOMAS BURGOS,MUNICIPAL - DAEM,URBANO,10,103,10303,PURRANQUE,261,32,72,50,0,415,88.0
7536,1,COLEGIO PRECIOSA SANGRE,PARTICULAR SUBVENCIONADO,URBANO,10,103,10303,PURRANQUE,122,14,65,126,1,328,61.3
7542,6,LICEO JOSE TORIBIO MEDINA,MUNICIPAL - DAEM,URBANO,10,103,10305,RÍO NEGRO,124,13,25,8,0,170,95.3
7544,2,COLEGIO RIACHUELO,MUNICIPAL - DAEM,URBANO,10,103,10305,RÍO NEGRO,52,4,9,3,0,68,95.6
7572,8,COLEGIO SAGRADA FAMILIA,PARTICULAR SUBVENCIONADO,URBANO,10,103,10305,RÍO NEGRO,77,1,33,22,0,133,83.5
7578,7,LICEO AGRICOLA `VISTA HERMOSA`,ADMINISTRACIÓN DELEGADA,URBANO,10,103,10305,RÍO NEGRO,220,9,96,65,2,392,82.9
7614,7,COLEGIO TECNICO PROFESIONAL MISION SAN JUAN DE LA COSTA,PARTICULAR SUBVENCIONADO,RURAL,10,103,10306,SAN JUAN DE LA COSTA,80,3,5,4,0,92,95.7
7625,2,LICEO INDUSTRIAL PUERTO MONTT,MUNICIPAL - DAEM,URBANO,10,101,10101,PUERTO MONTT,449,84,58,59,1,651,90.8
